Testcase DataSize WorkGroupSize GpuWorkGroups NumThreads Time
MaxElement 5368709120 10000 20000 8 1.583598
MaxElement 5368709120 10000 50000 6 1.610082
MaxElement 5368709120 10000 50000 8 1.588377
MaxElement 5368709120 10000 100000 8 1.601039
MaxElement 5368709120 100000 1000 8 1.600934
MaxElement 5368709120 100000 10000 8 1.601362
MaxElement 5368709120 100000 20000 8 1.599501
MaxElement 8053063680 1000 50000 8 2.412577
MaxElement 8053063680 1000 100000 8 2.387500
MaxElement 8053063680 10000 10000 8 2.391832
MaxElement 8053063680 10000 20000 8 2.365616
MaxElement 8053063680 10000 50000 6 2.409164
MaxElement 8053063680 10000 50000 8 2.364809
MaxElement 8053063680 10000 100000 8 2.362165
MaxElement 8053063680 100000 1000 8 2.373261
MaxElement 8053063680 100000 10000 8 2.361181
MaxElement 8053063680 100000 20000 8 2.396432
MaxElement 10737418240 1000 50000 8 3.207579
MaxElement 10737418240 1000 100000 8 3.170309
MaxElement 10737418240 10000 10000 8 3.168743
MaxElement 10737418240 10000 20000 8 3.161830
MaxElement 10737418240 10000 50000 6 3.209168
MaxElement 10737418240 10000 50000 8 3.153851
MaxElement 10737418240 10000 100000 8 3.155614
MaxElement 10737418240 100000 1000 8 3.157185
MaxElement 10737418240 100000 10000 8 3.159118
MaxElement 10737418240 100000 20000 8 3.193121
MaxElement 13421772800 1000 50000 8 3.993417
MaxElement 13421772800 1000 100000 8 3.964812
MaxElement 13421772800 10000 10000 8 3.930090
MaxElement 13421772800 10000 20000 8 3.922985
MaxElement 13421772800 10000 50000 6 4.011127
MaxElement 13421772800 10000 50000 8 3.926042
MaxElement 13421772800 10000 100000 8 3.917701
MaxElement 13421772800 100000 1000 8 3.941230
MaxElement 13421772800 100000 10000 8 3.911008
MaxElement 13421772800 100000 20000 8 3.941580
VectorPow 335544320 1000 100 8 0.369767
VectorPow 335544320 1000 1000 8 0.343306
VectorPow 335544320 1000 10000 8 0.349547
VectorPow 335544320 1000 20000 8 0.345760
VectorPow 335544320 1000 50000 8 0.386323
VectorPow 335544320 10000 100 8 0.346326
VectorPow 335544320 10000 1000 8 0.350757
VectorPow 335544320 10000 10000 8 0.388403
VectorPow 335544320 100000 100 8 0.351635
VectorPow 335544320 100000 1000 8 0.386178
VectorPow 671088640 1000 100 8 0.773878
VectorPow 671088640 1000 1000 8 0.704441
VectorPow 671088640 1000 10000 8 0.703772
