Testcase DataSize WorkGroupSize GpuWorkGroups NumThreads Time
Collatz 1342177280 1000 10000 8 1.766194
Collatz 1342177280 1000 20000 8 1.745569
Collatz 1342177280 1000 100000 8 1.745445
Collatz 1342177280 10000 1000 8 1.747914
Collatz 1342177280 10000 10000 8 1.744596
Collatz 1342177280 10000 20000 8 1.745167
Collatz 1342177280 10000 50000 8 1.750051
Collatz 1342177280 10000 100000 8 1.754196
Collatz 1342177280 100000 10000 8 1.753463
Collatz 1342177280 100000 20000 8 1.782241
Collatz 2684354560 1000 10000 8 3.560009
Collatz 2684354560 1000 20000 8 3.548293
Collatz 2684354560 1000 100000 8 3.533135
Collatz 2684354560 10000 1000 8 3.564696
Collatz 2684354560 10000 10000 8 3.561861
Collatz 2684354560 10000 20000 8 3.565329
Collatz 2684354560 10000 50000 8 3.550284
Collatz 2684354560 10000 100000 8 3.567951
Collatz 2684354560 100000 10000 8 3.568311
Collatz 2684354560 100000 20000 8 3.572221
Collatz 5368709120 1000 10000 8 7.218880
Collatz 5368709120 1000 20000 8 7.192553
Collatz 5368709120 1000 100000 8 7.185983
Collatz 5368709120 10000 1000 8 7.198082
Collatz 5368709120 10000 10000 8 7.183347
Collatz 5368709120 10000 20000 8 7.210003
Collatz 5368709120 10000 50000 8 7.225448
Collatz 5368709120 10000 100000 8 7.215179
Collatz 5368709120 100000 10000 8 7.207741
Collatz 5368709120 100000 20000 8 7.251758
Collatz 8053063680 1000 10000 8 10.919236
Collatz 8053063680 1000 20000 8 10.909924
Collatz 8053063680 1000 100000 8 10.900447
Collatz 8053063680 10000 1000 8 10.990115
Collatz 8053063680 10000 10000 8 10.906646
Collatz 8053063680 10000 20000 8 10.910217
Collatz 8053063680 10000 50000 8 10.916966
Collatz 8053063680 10000 100000 8 10.920843
Collatz 8053063680 100000 10000 8 10.910584
Collatz 8053063680 100000 20000 8 10.944437
Collatz 10737418240 1000 10000 8 14.630827
Collatz 10737418240 1000 20000 8 14.620434
Collatz 10737418240 1000 100000 8 14.615389
Collatz 10737418240 10000 1000 8 14.644085
Collatz 10737418240 10000 10000 8 14.615659
Collatz 10737418240 10000 20000 8 14.613091
Collatz 10737418240 10000 50000 8 14.611879
Collatz 10737418240 10000 100000 8 14.611193
Collatz 10737418240 100000 10000 8 14.606840
Collatz 10737418240 100000 20000 8 14.596536
Collatz 13421772800 1000 10000 8 18.389985
Collatz 13421772800 1000 20000 8 18.349683
Collatz 13421772800 1000 100000 8 18.344071
Collatz 13421772800 10000 1000 8 18.383146
Collatz 13421772800 10000 10000 8 18.335950
Collatz 13421772800 10000 20000 8 18.345937
Collatz 13421772800 10000 50000 8 18.330784
Collatz 13421772800 10000 100000 8 18.319506
Collatz 13421772800 100000 10000 8 18.334697
Collatz 13421772800 100000 20000 8 18.358321
Math 671088640 100 20000 8 36.313703
Math 671088640 100 100000 8 36.524054
Math 671088640 1000 10000 8 36.527710
Math 671088640 1000 20000 8 36.595424
Math 671088640 1000 100000 8 36.633612
Math 671088640 10000 1000 8 36.525712
Math 671088640 10000 20000 8 38.833069
Math 671088640 10000 50000 8 36.484062
Math 671088640 10000 100000 8 47.894021
Math 671088640 100000 100 8 36.527159
Math 1342177280 100 20000 8 72.991088
Math 1342177280 100 100000 8 73.107762
Math 1342177280 1000 10000 8 73.102452
Math 1342177280 1000 20000 8 72.999633
Math 1342177280 1000 100000 8 73.119364
Math 1342177280 10000 1000 8 73.058650
Math 1342177280 10000 20000 8 73.072944
Math 1342177280 10000 50000 8 72.992983
Math 1342177280 10000 100000 8 72.989019
Math 1342177280 100000 100 8 73.014130
Math 2684354560 100 20000 8 145.893359
Math 2684354560 100 100000 8 146.042080
Math 2684354560 1000 10000 8 145.887724
Math 2684354560 1000 20000 8 145.902344
Math 2684354560 1000 100000 8 146.263740
Math 2684354560 10000 1000 8 145.853970
Math 2684354560 10000 20000 8 146.180479
Math 2684354560 10000 50000 8 146.110868
Math 2684354560 10000 100000 8 146.145460
Math 2684354560 100000 100 8 145.866137
Math 4026531840 100 20000 8 218.841776
Math 4026531840 100 100000 8 219.037137
Math 4026531840 1000 10000 8 218.940405
Math 4026531840 1000 20000 8 218.645585
Math 4026531840 1000 100000 8 219.324761
Math 4026531840 10000 1000 8 218.893556
Math 4026531840 10000 20000 8 219.285654
Math 4026531840 10000 50000 8 219.180269
Math 4026531840 10000 100000 8 219.226345
Math 4026531840 100000 100 8 218.945982
Math 5368709120 100 20000 8 291.793340
Math 5368709120 100 100000 8 291.832288
Math 5368709120 1000 10000 8 291.686123
Math 5368709120 1000 20000 8 291.277201
Math 5368709120 1000 100000 8 292.417236
Math 5368709120 10000 1000 8 291.709801
Math 5368709120 10000 20000 8 292.332431
Math 5368709120 10000 50000 8 292.223357
Math 5368709120 10000 100000 8 292.221410
Math 5368709120 100000 100 8 291.708612
Math 6710886400 100 20000 8 364.741155
Math 6710886400 100 100000 8 364.764492
Math 6710886400 1000 10000 8 364.560369
Math 6710886400 1000 20000 8 364.304979
Math 6710886400 1000 100000 8 365.284047
Math 6710886400 10000 1000 8 364.643648
Math 6710886400 10000 20000 8 365.790632
Math 6710886400 10000 50000 8 365.374625
Math 6710886400 10000 100000 8 365.196695
Math 6710886400 100000 100 8 364.603704
MaxElement 1342177280 1000 50000 8 0.416079
MaxElement 1342177280 1000 100000 8 0.413453
MaxElement 1342177280 10000 10000 8 0.409929
MaxElement 1342177280 10000 20000 8 0.405370
MaxElement 1342177280 10000 50000 6 0.423790
MaxElement 1342177280 10000 50000 8 0.412611
MaxElement 1342177280 10000 100000 8 0.417008
MaxElement 1342177280 100000 1000 8 0.410780
MaxElement 1342177280 100000 10000 8 0.413758
MaxElement 1342177280 100000 20000 8 0.444461
MaxElement 2684354560 1000 50000 8 0.817736
MaxElement 2684354560 1000 100000 8 0.807094
MaxElement 2684354560 10000 10000 8 0.803854
MaxElement 2684354560 10000 20000 8 0.797279
MaxElement 2684354560 10000 50000 6 0.814978
MaxElement 2684354560 10000 50000 8 0.811397
MaxElement 2684354560 10000 100000 8 0.807877
MaxElement 2684354560 100000 1000 8 0.801387
MaxElement 2684354560 100000 10000 8 0.808944
MaxElement 2684354560 100000 20000 8 0.807850
MaxElement 5368709120 1000 50000 8 1.603225
MaxElement 5368709120 1000 100000 8 1.597181
MaxElement 5368709120 10000 10000 8 1.590359
MaxElement 5368709120 10000 20000 8 1.591249
MaxElement 5368709120 10000 50000 6 1.612366
MaxElement 5368709120 10000 50000 8 1.586978
MaxElement 5368709120 10000 100000 8 1.602355
MaxElement 5368709120 100000 1000 8 1.599079
MaxElement 5368709120 100000 10000 8 1.599878
MaxElement 5368709120 100000 20000 8 1.599760
MaxElement 8053063680 1000 50000 8 2.405729
MaxElement 8053063680 1000 100000 8 2.383474
MaxElement 8053063680 10000 10000 8 2.367158
MaxElement 8053063680 10000 20000 8 2.362124
MaxElement 8053063680 10000 50000 6 2.416035
MaxElement 8053063680 10000 50000 8 2.358833
MaxElement 8053063680 10000 100000 8 2.359801
MaxElement 8053063680 100000 1000 8 2.369363
MaxElement 8053063680 100000 10000 8 2.360385
MaxElement 8053063680 100000 20000 8 2.395513
MaxElement 10737418240 1000 50000 8 3.221988
MaxElement 10737418240 1000 100000 8 3.170324
MaxElement 10737418240 10000 10000 8 3.154523
MaxElement 10737418240 10000 20000 8 3.146506
MaxElement 10737418240 10000 50000 6 3.204590
MaxElement 10737418240 10000 50000 8 3.143170
MaxElement 10737418240 10000 100000 8 3.152795
MaxElement 10737418240 100000 1000 8 3.165610
MaxElement 10737418240 100000 10000 8 3.153060
MaxElement 10737418240 100000 20000 8 3.183302
MaxElement 13421772800 1000 50000 8 3.983426
MaxElement 13421772800 1000 100000 8 3.961530
MaxElement 13421772800 10000 10000 8 3.943095
MaxElement 13421772800 10000 20000 8 3.952478
MaxElement 13421772800 10000 50000 6 4.000018
MaxElement 13421772800 10000 50000 8 3.939190
MaxElement 13421772800 10000 100000 8 3.913537
MaxElement 13421772800 100000 1000 8 3.943015
MaxElement 13421772800 100000 10000 8 3.942443
MaxElement 13421772800 100000 20000 8 3.920000
VectorPow 335544320 1000 100 8 0.366992
VectorPow 335544320 1000 1000 8 0.341460
VectorPow 335544320 1000 10000 8 0.349781
VectorPow 335544320 1000 20000 8 0.348711
VectorPow 335544320 1000 50000 8 0.385845
VectorPow 335544320 10000 100 8 0.351073
VectorPow 335544320 10000 1000 8 0.346029
VectorPow 335544320 10000 10000 8 0.386871
VectorPow 335544320 100000 100 8 0.347997
VectorPow 335544320 100000 1000 8 0.388720
VectorPow 671088640 1000 100 8 0.759620
VectorPow 671088640 1000 1000 8 0.724991
VectorPow 671088640 1000 10000 8 0.707006
VectorPow 671088640 1000 20000 8 0.728266
VectorPow 671088640 1000 50000 8 0.729920
VectorPow 671088640 10000 100 8 0.687361
VectorPow 671088640 10000 1000 8 0.700301
VectorPow 671088640 10000 10000 8 0.781064
VectorPow 671088640 100000 100 8 0.687997
VectorPow 671088640 100000 1000 8 0.752007
VectorPow 1342177280 1000 100 8 1.479297
VectorPow 1342177280 1000 1000 8 1.395653
VectorPow 1342177280 1000 10000 8 1.413945
VectorPow 1342177280 1000 20000 8 1.399278
VectorPow 1342177280 1000 50000 8 1.402509
VectorPow 1342177280 10000 100 8 1.413317
VectorPow 1342177280 10000 1000 8 1.372912
VectorPow 1342177280 10000 10000 8 1.340939
VectorPow 1342177280 100000 100 8 1.365527
VectorPow 1342177280 100000 1000 8 1.364306
VectorPow 2013265920 1000 100 8 2.219355
VectorPow 2013265920 1000 1000 8 2.061075
VectorPow 2013265920 1000 10000 8 2.052306
VectorPow 2013265920 1000 20000 8 2.102100
VectorPow 2013265920 1000 50000 8 2.088142
VectorPow 2013265920 10000 100 8 2.026176
VectorPow 2013265920 10000 1000 8 2.047144
VectorPow 2013265920 10000 10000 8 2.087477
VectorPow 2013265920 100000 100 8 2.050106
VectorPow 2013265920 100000 1000 8 2.072093
VectorPow 2684354560 1000 100 8 2.943487
VectorPow 2684354560 1000 1000 8 2.734993
VectorPow 2684354560 1000 10000 8 2.699195
VectorPow 2684354560 1000 20000 8 2.706297
VectorPow 2684354560 1000 50000 8 2.708156
VectorPow 2684354560 10000 100 8 2.701784
VectorPow 2684354560 10000 1000 8 2.748896
VectorPow 2684354560 10000 10000 8 2.790420
VectorPow 2684354560 100000 100 8 2.726353
VectorPow 2684354560 100000 1000 8 2.696206
VectorPow 3355443200 1000 100 8 3.710334
VectorPow 3355443200 1000 1000 8 3.457505
VectorPow 3355443200 1000 10000 8 3.371096
VectorPow 3355443200 1000 20000 8 3.398314
VectorPow 3355443200 1000 50000 8 3.409787
VectorPow 3355443200 10000 100 8 3.397678
VectorPow 3355443200 10000 1000 8 3.333715
VectorPow 3355443200 10000 10000 8 3.487709
VectorPow 3355443200 100000 100 8 3.346834
VectorPow 3355443200 100000 1000 8 3.389844
