Testcase DataSize WorkGroupSize GpuWorkGroups NumThreads Time
Collatz 2684354560 10 100 2 102.467128
Collatz 2684354560 10 100 4 87.987294
Collatz 2684354560 10 100 6 77.030454
Collatz 2684354560 10 100 8 68.560696
Collatz 2684354560 10 1000 2 15.795925
Collatz 2684354560 10 1000 4 15.454091
Collatz 2684354560 10 1000 6 15.066508
Collatz 2684354560 10 1000 8 14.634245
Collatz 2684354560 10 10000 2 4.593264
Collatz 2684354560 10 10000 4 4.555277
Collatz 2684354560 10 10000 6 4.520628
Collatz 2684354560 10 10000 8 4.496632
Collatz 2684354560 10 20000 2 4.035752
Collatz 2684354560 10 20000 4 4.009540
Collatz 2684354560 10 20000 6 3.979619
Collatz 2684354560 10 20000 8 3.953312
Collatz 2684354560 10 50000 2 3.843908
Collatz 2684354560 10 50000 4 3.807075
Collatz 2684354560 10 50000 6 3.796420
Collatz 2684354560 10 50000 8 3.766358
Collatz 2684354560 10 100000 2 3.730418
Collatz 2684354560 10 100000 4 3.704762
Collatz 2684354560 10 100000 6 3.679172
Collatz 2684354560 10 100000 8 3.658101
Collatz 2684354560 100 100 2 15.736964
Collatz 2684354560 100 100 4 15.317126
Collatz 2684354560 100 100 6 14.934486
Collatz 2684354560 100 100 8 14.535402
Collatz 2684354560 100 1000 2 4.580195
Collatz 2684354560 100 1000 4 4.558326
Collatz 2684354560 100 1000 6 4.516304
Collatz 2684354560 100 1000 8 4.477093
Collatz 2684354560 100 10000 2 3.724115
Collatz 2684354560 100 10000 4 3.696679
Collatz 2684354560 100 10000 6 3.669516
Collatz 2684354560 100 10000 8 3.649759
Collatz 2684354560 100 20000 2 3.681819
Collatz 2684354560 100 20000 4 3.656882
Collatz 2684354560 100 20000 6 3.633900
Collatz 2684354560 100 20000 8 3.615822
Collatz 2684354560 100 50000 2 3.669783
Collatz 2684354560 100 50000 4 3.649343
Collatz 2684354560 100 50000 6 3.624745
Collatz 2684354560 100 50000 8 3.588738
Collatz 2684354560 100 100000 2 3.658658
Collatz 2684354560 100 100000 4 3.634434
Collatz 2684354560 100 100000 6 3.615829
Collatz 2684354560 100 100000 8 3.582655
Collatz 2684354560 1000 100 2 4.578274
Collatz 2684354560 1000 100 4 4.550774
Collatz 2684354560 1000 100 6 4.507012
Collatz 2684354560 1000 100 8 4.465296
Collatz 2684354560 1000 1000 2 3.722551
Collatz 2684354560 1000 1000 4 3.693551
Collatz 2684354560 1000 1000 6 3.670827
Collatz 2684354560 1000 1000 8 3.647446
Collatz 2684354560 1000 10000 2 3.648812
Collatz 2684354560 1000 10000 4 3.627387
Collatz 2684354560 1000 10000 6 3.612153
Collatz 2684354560 1000 10000 8 3.575578
Collatz 2684354560 1000 20000 2 3.649628
Collatz 2684354560 1000 20000 4 3.631415
Collatz 2684354560 1000 20000 6 3.610225
